# ID             RA            DEC          z      FLUX_U      FLUXERR_U   FLUX_G      FLUXERR_G   FLUX_R      FLUXERR_R   FLUX_J      FLUXERR_J   FLUX_Ks     FLUXERR_Ks  tau   Age  zHa    zabs   zLya   e_FHa   n_Name LHa F1500 L1500 WHa  n_WHa Mstar_SED     SFR_SED SFR_UV_CORR SFR_Ha_CORR ID__dup__2   zHa__dup__2 ID__dup__3   MAG_B_AB MAGERR_B_AB MAG_G_AB MAGERR_G_AB MAG_H_Vega MAGERR_H_Vega MAG_Ks_Vega MAGERR_Ks_Vega FLUX_B FLUXERR_B ID__dup__4  SFH    Age__dup__4 ehi_Age elo_Age A_V_MAG E_A_V_MAG Mstar            e_Mstar         Ref_Mstar             ehi_Mstar     elo_Mstar    MAG_V_AB ehi_MAG_V_AB elo_MAG_V_AB SFR   e_SFR Ref_SFR               ehi_SFR elo_SFR sSFR ehi_sSFR elo_sSFR ID__dup__5  MAG_F160W MAGERR_F160W FLUX_F160W            FLUXERR_F160W        
  Q2343-BX391    356.616958333 +12.79217222 2.174  1.786488E-7 5.929663E-9 4.528976E-7 3.507761E-8 5.701643E-7 4.753681E-8 7.527176E-7 6.755571E-8 1.109333E-6 1.399883E-7 const 64   2.174  2.1714 ""     2.0E-18 ""     1.5 24.51 28.8  537  ""    2.0E9         25      31          24          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           25.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX418    356.577375000 +12.79649444 2.3052 6.854882E-7 5.929663E-9 9.63829E-7  3.507761E-8 9.204496E-7 4.753681E-8 5.402964E-7 6.755571E-8 1.161614E-6 1.399883E-7 const 81   2.3052 2.303  2.3084 2.0E-18 ""     3.3 23.94 29.08 1639 ""    1.0E9         12      13          32          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           12.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX429    356.605208333 +12.79755556 2.1751 1.127197E-7 5.929663E-9 2.466039E-7 3.507761E-8 3.250873E-7 4.753681E-8 4.452788E-7 6.755571E-8 1.161614E-6 1.399883E-7 const 321  2.1751 ""     ""     3.0E-18 ""     1.7 25.42 28.44 632  ""    4.0E9         12      12          27          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           12.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX435    356.609833333 +12.79862778 2.1119 2.013724E-7 5.929663E-9 5.19996E-7  3.507761E-8 7.379042E-7 4.753681E-8 2.170861E-6 6.755571E-8 4.624468E-6 1.399883E-7 const 1434 2.1119 2.1088 2.1153 4.0E-18 ""     2.7 24.61 28.74 200  ""    4.4000002E10  30      35          47          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.4000002E10     ""              Erb+2006              ""            ""           ""       ""           ""           30.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX436    356.537750000 +12.79888889 2.3277 1.247384E-6 5.929663E-9 1.923092E-6 3.507761E-8 2.14783E-6  4.753681E-8 3.02435E-6  6.755571E-8 2.518035E-6 1.399883E-7 const 321  2.3277 2.3253 2.3315 4.0E-18 ""     3.0 23.19 29.38 345  ""    1.10000005E10 33      37          33          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.10000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           33.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX442    356.580666667 +12.79991389 2.176  1.419058E-7 5.929663E-9 4.055085E-7 3.507761E-8 5.861382E-7 4.753681E-8 2.016657E-6 6.755571E-8 7.534627E-6 1.399883E-7 2000  2750 2.176  ""     ""     3.0E-18 ""     2.5 24.48 28.82 98   ""    1.47000001E11 25      43          44          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.47000001E11    ""              Erb+2006              ""            ""           ""       ""           ""           25.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX461    356.637333333 +12.80226389 2.5662 1.836538E-7 5.929663E-9 4.207266E-7 3.507761E-8 6.309573E-7 4.753681E-8 5.304349E-7 6.755571E-8 1.409489E-6 1.399883E-7 const 15   2.5662 2.5649 2.5759 7.0E-18 ""     3.7 24.84 28.8  760  ""    1.0E9         86      62          70          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           86.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX474    356.637000000 +12.80391111 2.2257 1.614359E-7 5.929663E-9 4.655861E-7 3.507761E-8 6.194411E-7 4.753681E-8 1.873407E-6 6.755571E-8 3.917976E-6 1.399883E-7 const 2750 2.2257 2.2263 ""     3.0E-18 ""     1.9 24.73 28.73 133  ""    7.1999996E10  26      33          32          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        7.1999996E10     ""              Erb+2006              ""            ""           ""       ""           ""           26.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX480    356.591250000 +12.80433611 2.2313 3.34195E-7  5.929663E-9 8.629785E-7 3.507761E-8 1.127197E-6 4.753681E-8 1.756435E-6 6.755571E-8 4.375843E-6 1.399883E-7 const 905  2.2313 2.2297 2.2352 2.0E-18 ""     1.1 24.06 29.0  67   ""    3.0000001E10  33      38          16          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.0000001E10     ""              Erb+2006              ""            ""           ""       ""           ""           33.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX493    356.560250000 +12.80601111 2.3396 4.830588E-7 5.929663E-9 9.908319E-7 3.507761E-8 1.282331E-6 4.753681E-8 1.692903E-6 6.755571E-8 1.435694E-6 1.399883E-7 const 6    2.3396 2.3375 2.3447 9.0E-18 ""     2.2 23.91 29.1  497  ""    1.0E9         220     118         43          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           220.0 ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX513    356.546375000 +12.80892778 2.1092 5.546257E-7 5.929663E-9 8.090959E-7 3.507761E-8 9.727472E-7 4.753681E-8 2.515545E-6 6.755571E-8 5.984967E-6 1.399883E-7 const 3000 2.1092 2.109  2.114  4.0E-18 ""     3.3 24.13 28.93 192  ""    5.9000001E10  20      24          44          Q2343-BX513  2.1079      Q2343-BX513  99.99    99.99       24.0     0.02        99.99      99.99         20.09       0.05           ""     ""        Q2343-BX513 tau300 806         209     166     0.2     0.2       2.7000000512E10  5.6E9           ForsterSchreiber+2009 5.6E9         5.0E8        -22.54   0.14         0.02         10.0  4.0   ForsterSchreiber+2009 1.0     4.0     0.4  0.1      0.2      ""          ""        ""           ""                    ""                   
  Q2343-BX529    356.540500000 +12.81120278 2.1129 2.228435E-7 5.929663E-9 5.152286E-7 3.507761E-8 6.194411E-7 4.753681E-8 1.03904E-6  6.755571E-8 1.790861E-6 1.399883E-7 const 404  2.1129 2.1116 2.119  5.0E-18 ""     1.2 24.62 28.74 230  ""    6.0E9         14      17          16          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        6.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           14.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX537    356.606458333 +12.81237222 2.3396 2.535129E-7 5.929663E-9 4.920395E-7 3.507761E-8 6.08135E-7  4.753681E-8 9.049656E-7 6.755571E-8 1.758174E-6 1.399883E-7 const 571  2.3396 ""     ""     3.0E-18 ""     2.2 24.67 28.8  365  ""    8.0E9         15      17          29          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        8.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           15.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX587    356.621583333 +12.81759444 2.243  3.944573E-7 5.929663E-9 1.106624E-6 3.507761E-8 1.485936E-6 4.753681E-8 2.586021E-6 6.755571E-8 5.875729E-6 1.399883E-7 const 719  2.243  2.2382 ""     4.0E-18 ""     2.1 23.79 29.12 95   ""    3.5000001E10  49      57          32          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.5000001E10     ""              Erb+2006              ""            ""           ""       ""           ""           49.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX599    356.557708333 +12.81980833 2.0116 6.251727E-7 5.929663E-9 1.318257E-6 3.507761E-8 1.44544E-6  4.753681E-8 3.569703E-6 6.755571E-8 4.540062E-6 1.399883E-7 const 1609 2.0116 2.0112 ""     4.0E-18 ""     1.3 23.6  29.11 107  ""    3.29999995E10 21      25          16          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.29999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           21.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX601    356.585000000 +12.82025278 2.3769 6.025596E-7 5.929663E-9 1.202264E-6 3.507761E-8 1.472313E-6 4.753681E-8 2.336857E-6 6.755571E-8 3.954229E-6 1.399883E-7 const 640  2.3769 2.3745 2.3823 4.0E-18 ""     3.3 23.7  29.2  199  ""    2.30000005E10 36      42          42          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.30000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           36.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX610    356.539291667 +12.82200278 2.2094 4.920395E-7 5.929663E-9 9.817479E-7 3.507761E-8 1.342765E-6 4.753681E-8 4.060991E-6 6.755571E-8 1.358507E-5 1.399883E-7 1000  2100 2.2094 2.2083 2.2129 4.0E-18 ""     3.0 23.92 29.05 59   ""    2.31999996E11 32      38          42          Q2343-BX610  2.2094      Q2343-BX610  99.99    99.99       23.79    0.02        20.73      0.06          19.2        0.02           ""     ""        Q2343-BX610 CSF    2750        173     250     0.8     0.2       1.08000002048E11 2.0E9           ForsterSchreiber+2009 2.0E9         2.0E9        -23.18   0.02         0.02         65.0  1.0   ForsterSchreiber+2009 1.0     1.0     0.6  0.1      0.1      Q2343-BX610 22.09     0.06         5.296953834633049E-6  2.9264937658767424E-7
  Q2343-BX660    356.622625000 +12.82931667 2.1735 4.698941E-7 5.929663E-9 7.112135E-7 3.507761E-8 6.546362E-7 4.753681E-8 7.809659E-7 6.755571E-8 2.661104E-6 1.399883E-7 const 2750 2.1735 2.1709 2.1771 4.0E-18 ""     3.3 24.27 28.9  488  ""    1.4E10        5       7           30          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.4E10           ""              Erb+2006              ""            ""           ""       ""           ""           5.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-MD59     356.612083333 +12.79440833 2.0116 7.870458E-8 5.929663E-9 3.047895E-7 3.507761E-8 3.664376E-7 4.753681E-8 1.2492E-6   6.755571E-8 5.768485E-6 1.399883E-7 2000  3000 2.0116 2.0107 ""     4.0E-18 ""     0.8 24.99 28.55 52   ""    7.6000002E10  11      18          14          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        7.6000002E10     ""              Erb+2006              ""            ""           ""       ""           ""           11.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-MD62     356.613458333 +12.79541111 2.1752 7.379042E-8 5.929663E-9 2.290868E-7 3.507761E-8 2.779713E-7 4.753681E-8 5.207533E-7 6.755571E-8 1.726083E-6 1.399883E-7 const 2750 2.1752 2.174  ""     3.0E-18 ""     0.8 25.5  28.41 143  ""    1.90000005E10 7       8           11          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.90000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           7.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-MD80     356.544958333 +12.80923333 2.0138 1.169499E-7 5.929663E-9 3.981072E-7 3.507761E-8 4.325138E-7 4.753681E-8 1.501869E-6 6.755571E-8 1.841034E-6 1.399883E-7 50    255  2.0138 2.0116 ""     3.0E-18 ""     0.9 24.81 28.63 206  ""    6.0E9         1       4           9           ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        6.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           1.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2346-BX120    357.109583333 +0.34254444  2.2664 1.432188E-7 5.929663E-9 3.311311E-7 3.507761E-8 3.372873E-7 4.753681E-8 ""          ""          ""          ""          ""    ""   2.2664 ""     ""     3.0E-18 ""     2.1 25.1  28.6  0    ""    ""            ""      3           19          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        ""               ""              ""                    ""            ""           ""       ""           ""           ""    ""    ""                    ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2346-BX220    357.192083333 +0.37248611  1.9677 4.528976E-7 5.929663E-9 1.037528E-6 3.507761E-8 1.355189E-6 4.753681E-8 ""          ""          3.083627E-6 1.399883E-7 50    227  1.9677 1.9664 ""     6.0E-18 ""     2.9 23.86 28.99 482  ""    1.69999995E10 4       13          30          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.69999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           4.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2346-BX244    357.040041667 +0.37671667  1.6465 1.306171E-7 5.929663E-9 3.801894E-7 3.507761E-8 5.546257E-7 4.753681E-8 ""          ""          ""          ""          ""    ""   1.6465 1.6462 1.6516 8.0E-18 ""     1.0 23.49 29.0  0    ""    ""            ""      149         21          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        ""               ""              ""                    ""            ""           ""       ""           ""           ""    ""    ""                    ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2346-BX404    357.089166667 +0.41196389  2.0282 9.289664E-7 5.929663E-9 1.355189E-6 3.507761E-8 1.599558E-6 4.753681E-8 ""          ""          6.26703E-6  1.399883E-7 const 1800 2.0282 2.027  2.0348 3.0E-18 ""     4.2 23.57 29.13 273  ""    4.0E10        22      25          49          Q2346-BX404  2.0282      Q2346-BX404  99.99    99.99       23.47    0.01        99.99      99.99         20.04       0.13           ""     ""        Q2346-BX404 tau300 641         166     132     0.2     0.2       2.3499999232E10  7.0E8           ForsterSchreiber+2009 7.0E8         5.0E8        -22.65   0.03         0.02         16.0  1.0   ForsterSchreiber+2009 1.0     1.0     0.7  0.1      0.1      ""          ""        ""           ""                    ""                   
  Q2346-BX405    357.088416667 +0.41262778  2.03   8.790225E-7 5.929663E-9 1.527566E-6 3.507761E-8 1.644372E-6 4.753681E-8 ""          ""          5.117546E-6 1.399883E-7 100   321  2.03   2.0298 2.0358 2.0E-18 ""     4.2 23.44 29.18 358  ""    1.6E10        7       13          38          Q2346-BX405  2.03        Q2346-BX405  99.99    99.99       23.34    0.01        99.99      99.99         20.26       0.15           ""     ""        Q2346-BX405 tau300 404         49      44      0.4     0.2       1.5800000512E10  3.7E9           ForsterSchreiber+2009 3.7E9         2.8E9        -22.47   0.13         0.1          27.0  1.0   ForsterSchreiber+2009 1.0     1.0     1.7  0.4      0.3      ""          ""        ""           ""                    ""                   
  Q2346-BX416    357.075875000 +0.41536111  2.2404 5.058247E-7 5.929663E-9 1.009253E-6 3.507761E-8 1.458814E-6 4.753681E-8 ""          ""          4.978079E-6 1.399883E-7 const 454  2.2404 2.2407 ""     7.0E-18 ""     4.6 23.89 29.08 287  ""    2.49999995E10 55      60          73          Q2346-BX416  2.2404      Q2346-BX416  99.99    99.99       23.79    0.02        99.99      99.99         20.29       0.16           ""     ""        Q2346-BX416 tau300 404         49      83      0.6     0.2       2.24E10          6.499999744E9   ForsterSchreiber+2009 5.1000003E9   6.4999997E9  -22.65   0.12         0.17         38.0  2.0   ForsterSchreiber+2009 2.0     1.0     1.7  0.8      0.3      ""          ""        ""           ""                    ""                   
  Q2346-BX482    357.054041667 +0.42953889  2.2569 6.08135E-7  5.929663E-9 1.393157E-6 3.507761E-8 1.706082E-6 4.753681E-8 ""          ""          ""          ""          ""    ""   2.2569 2.2575 ""     3.0E-18 ""     4.4 23.54 29.22 0    ""    ""            ""      38          54          Q2346-BX482  2.2569      Q2346-BX482  99.99    99.99       23.44    0.02        20.98      0.07          99.99       99.99          ""     ""        Q2346-BX482 tau300 286         35      83      0.6     0.2       1.6899999744E10  3.0E9           ForsterSchreiber+2009 3.0E9         2.5E9        -22.63   0.09         0.07         50.0  32.0  ForsterSchreiber+2009 32.0    1.0     2.9  1.8      0.5      Q2346-BX482 22.34     0.07         4.207519988880087E-6  2.712029470308883E-7 
  SSA22a-MD41    334.416541667 +0.28640000  2.1713 4.325138E-7 5.929663E-9 1.44544E-6  3.507761E-8 1.721869E-6 4.753681E-8 ""          ""          ""          ""          ""    ""   2.1713 ""     ""     1.0E-18 ""     2.8 23.5  29.21 0    ""    ""            ""      31          33          SSA22a-MD41  2.1713      SSA22a-MD41  99.99    99.99       23.27    0.02        21.27      0.05          20.42       0.36           ""     ""        SSA22a-MD41 CSF    64          8       14      1.0     0.2       7.2E9            1.2E9           ForsterSchreiber+2009 8.0E8         1.2E9        -22.36   0.05         0.06         140.0 6.0   ForsterSchreiber+2009 6.0     4.0     19.0 5.0      2.0      SSA22a-MD41 22.64     0.05         3.1917325528594574E-6 1.4694901475230105E-7
  Westphal-BM115 214.406541667 +52.45150556 1.6065 8.709636E-7 5.929663E-9 1.213389E-6 3.507761E-8 1.570363E-6 4.753681E-8 ""          ""          ""          ""          ""    ""   ""     ""     ""     ""      ""     1.0 24.05 28.75 0    ""    ""            ""      40          17          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        ""               ""              ""                    ""            ""           ""       ""           ""           ""    ""    ""                    ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Westphal-BX600 214.314791667 +52.60434444 2.1607 5.754399E-7 5.929663E-9 8.790225E-7 3.507761E-8 9.63829E-7  4.753681E-8 ""          ""          ""          ""          ""    ""   ""     ""     ""     ""      ""     2.2 24.04 28.99 0    ""    ""            ""      12          22          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        ""               ""              ""                    ""            ""           ""       ""           ""           ""    ""    ""                    ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
